cityZZZS,addressZZZS
2312 OREHOVA VAS,POLANSKA CESTA 7
2312 OREHOVA VAS,VILENSKA CESTA 76
2313 FRAM,CAFOVA ULICA 1
2314 ZGORNJA POLSKAVA,MLADINSKA ULICA 12
2317 OPLOTNICA,ULICA POHORSKEGA BATALJONA 1
2317 OPLOTNICA,ULICA POHORSKEGA BATALJONA 11
2317 OPLOTNICA,ŠOLSKA ULICA 8
2318 LAPORJE,LAPORJE 50
2319 POLJČANE,BISTRIŠKA CESTA 60
2319 POLJČANE,BISTRIŠKA CESTA 62
2319 POLJČANE,BISTRIŠKA CESTA 97
2319 POLJČANE,POTRČEVA ULICA 1
2321 MAKOLE,MAKOLE 28
2322 MAJŠPERK,BREG 6 A
2325 KIDRIČEVO,MLADINSKA ULICA 9
2326 CIRKOVCE,CIRKOVCE 47
2327 RAČE,CESTA TALCEV 16
2327 RAČE,GOZDNA ULICA 24
2327 RAČE,LJUBLJANSKA CESTA 14 A
2327 RAČE,NOVA ULICA 5
2331 PRAGERSKO,KOLODVORSKA ULICA 3
2341 LIMBUŠ,HRASTJE 56 B
2341 LIMBUŠ,LACKOVA CESTA 135
2341 LIMBUŠ,LACKOVA CESTA 242
2341 LIMBUŠ,LACKOVA CESTA 269
2341 LIMBUŠ,ULICA 30. MAJA 12
2341 LIMBUŠ,ULICA LACKOVEGA ODREDA 6
2342 RUŠE,SMOLNIK 7 C
2342 RUŠE,STADIONSKA ULICA 2
2342 RUŠE,STADIONSKA ULICA 4
2342 RUŠE,ULICA RUŠKE ČETE 14
2344 LOVRENC NA POHORJU,GORNJI TRG 37
2344 LOVRENC NA POHORJU,OB RADOLJNI 47
2345 BISTRICA OB DRAVI,INDUSTRIJSKA ULICA 33
2351 KAMNICA,CESTA V ROŠPOH 24 A
2351 KAMNICA,VRBANSKA CESTA 97
2352 SELNICA OB DRAVI,GASILSKA ULICA 3
2352 SELNICA OB DRAVI,SLOVENSKI TRG 4
2352 SELNICA OB DRAVI,SLOVENSKI TRG 4 A
2352 SELNICA OB DRAVI,SPODNJI SLEMEN 11
2352 SELNICA OB DRAVI,SPODNJI SLEMEN 13
2354 BRESTERNICA,CESTA NA ŽAVCERJA 15
2354 BRESTERNICA,NA GAJ 2
2354 BRESTERNICA,ŠOBER 2 A
2360 RADLJE OB DRAVI,KOROŠKA CESTA 67 A
2360 RADLJE OB DRAVI,MARIBORSKA CESTA 37
2360 RADLJE OB DRAVI,PARTIZANSKA ULICA 38
2366 MUTA,CESTA OB POTOKU 11
2366 MUTA,GLAVNI TRG 47
2367 VUZENICA,MLADINSKA ULICA 17
2370 DRAVOGRAD,MARIBORSKA CESTA 38
2370 DRAVOGRAD,TRG 4. JULIJA 4
2370 DRAVOGRAD,TRG 4. JULIJA 9
2370 DRAVOGRAD,ČRNEČE 146
2380 SLOVENJ GRADEC,FRANCETOVA CESTA 16
2380 SLOVENJ GRADEC,GOSPOSVETSKA CESTA 1
2380 SLOVENJ GRADEC,KOPALIŠKA ULICA 29
2380 SLOVENJ GRADEC,OB SUHODOLNICI 31
2380 SLOVENJ GRADEC,PARTIZANSKA POT 16
2380 SLOVENJ GRADEC,PREŠERNOVA ULICA 3 C
2381 PODGORJE PRI SLOVENJ GRADCU,PODGORJE 73 D
2382 MISLINJA,ŠOLSKA CESTA 55
2390 RAVNE NA KOROŠKEM,GAČNIKOVA POT 3
2390 RAVNE NA KOROŠKEM,JAVORNIK 21
2390 RAVNE NA KOROŠKEM,OB SUHI 11
2390 RAVNE NA KOROŠKEM,OB SUHI 11 A
2390 RAVNE NA KOROŠKEM,OB SUHI 5
2390 RAVNE NA KOROŠKEM,OB SUHI 5 B
2390 RAVNE NA KOROŠKEM,OB SUHI 9
2390 RAVNE NA KOROŠKEM,PARTIZANSKA CESTA 4
2390 RAVNE NA KOROŠKEM,TRG SVOBODE 18 A
2391 PREVALJE,NA FARI 50
2391 PREVALJE,PRI BRANČURNIKU 10
2391 PREVALJE,TRG 32
2392 MEŽICA,PARTIZANSKA CESTA 17
2392 MEŽICA,SMREČNIKOVO 20
2393 ČRNA NA KOROŠKEM,CENTER 144
3000 CELJE,AŠKERČEVA ULICA 1
3000 CELJE,AŠKERČEVA ULICA 14
3000 CELJE,CANKARJEVA ULICA 6
3000 CELJE,CESTA V ZADOBROVO 12
3000 CELJE,GAJI 28
3000 CELJE,GLAVNI TRG 6
3000 CELJE,GLEDALIŠKA ULICA 4
3000 CELJE,GREGORČIČEVA ULICA 5
3000 CELJE,IPAVČEVA ULICA 15
3000 CELJE,IPAVČEVA ULICA 24
3000 CELJE,JENKOVA ULICA 20
3000 CELJE,JENKOVA ULICA 36
3000 CELJE,JURČIČEVA ULICA 6
3000 CELJE,LAVA 7
3000 CELJE,LJUBLJANSKA CESTA 14
3000 CELJE,LJUBLJANSKA CESTA 16
3000 CELJE,LJUBLJANSKA CESTA 20 B
3000 CELJE,MARIBORSKA CESTA 88
3000 CELJE,MILČINSKEGA ULICA 14
3000 CELJE,NA GOLOVCU 2
3000 CELJE,NAZORJEVA ULICA 14
3000 CELJE,OB KOPRIVNICI 81
3000 CELJE,OBLAKOVA ULICA 5
3000 CELJE,OPEKARNIŠKA CESTA 15 A
3000 CELJE,PLEČNIKOVA ULICA 29
3000 CELJE,RAZLAGOVA ULICA 10
3000 CELJE,TRUBARJEVA ULICA 11
3000 CELJE,ULICA BRATOV VOŠNJAKOV 12
3000 CELJE,VESELOVA ULICA 13
3000 CELJE,ZAGRAD 31 C
3201 ŠMARTNO V ROŽNI DOLINI,GORICA PRI ŠMARTNEM 13
3204 DOBRNA,DOBRNA 34 A
3204 DOBRNA,DOBRNA 50
3204 DOBRNA,LOKOVINA 13 A
3205 VITANJE,NA VASI 11
3210 SLOVENSKE KONJICE,DOBRAVA PRI KONJICAH 3 B
3210 SLOVENSKE KONJICE,MESTNI TRG 17
3210 SLOVENSKE KONJICE,POLJSKA CESTA 1
3210 SLOVENSKE KONJICE,SPODNJE PRELOGE 14
3210 SLOVENSKE KONJICE,TEPANJSKI VRH 4 B
3210 SLOVENSKE KONJICE,ŠOLSKA ULICA 4
3210 SLOVENSKE KONJICE,ŽIČKA CESTA 15
3211 ŠKOFJA VAS,PREKORJE 53
3211 ŠKOFJA VAS,ZADOBROVA 49 B
3212 VOJNIK,CELJSKA CESTA 24 B
3212 VOJNIK,CELJSKA CESTA 26
3212 VOJNIK,CELJSKA CESTA 37
3212 VOJNIK,CESTA V TOMAŽ 6 A
3212 VOJNIK,KERŠOVA ULICA 1
3214 ZREČE,CESTA NA ROGLO 15
3214 ZREČE,DOBROVELJSKA CESTA 1
3214 ZREČE,KOVAŠKA CESTA 22
3214 ZREČE,KOVAŠKA CESTA 25 B
3220 ŠTORE,CESTA KOZJANSKEGA ODREDA 3
3230 ŠENTJUR,CESTA LEONA DOBROTINŠKA 3 B
3230 ŠENTJUR,CESTA LEONA DOBROTINŠKA 5
3230 ŠENTJUR,CESTA LEONA DOBROTINŠKA 6 A
3230 ŠENTJUR,LJUBLJANSKA CESTA 6 B
3230 ŠENTJUR,SVETINOVA ULICA 1
3230 ŠENTJUR,ULICA DUŠANA KVEDRA 27
3231 GROBELNO,GROBELNO - DEL 114
3240 ŠMARJE PRI JELŠAH,CELJSKA CESTA 14
3240 ŠMARJE PRI JELŠAH,CELJSKA CESTA 16
3240 ŠMARJE PRI JELŠAH,RAKEŽEVA ULICA 8
3240 ŠMARJE PRI JELŠAH,ROGAŠKA CESTA 21
3250 ROGAŠKA SLATINA,CELJSKA CESTA 10
3250 ROGAŠKA SLATINA,CELJSKA CESTA 7
3250 ROGAŠKA SLATINA,OB PROGI 3
3250 ROGAŠKA SLATINA,PARTIZANSKA CESTA 10
3250 ROGAŠKA SLATINA,SPODNJE NEGONJE 16 C
3250 ROGAŠKA SLATINA,STRITARJEVA ULICA 4
3250 ROGAŠKA SLATINA,ZDRAVILIŠKI TRG 25
3250 ROGAŠKA SLATINA,ZDRAVILIŠKI TRG 9
3254 PODČETRTEK,TRŠKA CESTA 67
3254 PODČETRTEK,ZDRAVILIŠKA CESTA 24
3256 BISTRICA OB SOTLI,BISTRICA OB SOTLI 61
3261 LESIČNO,GUBNO 10
3261 LESIČNO,PILŠTANJ 20
3270 LAŠKO,KIDRIČEVA ULICA 5
3270 LAŠKO,KIDRIČEVA ULICA 5 B
3270 LAŠKO,MESTNA ULICA 7
3270 LAŠKO,POŽENELOVA ULICA 22
3270 LAŠKO,VALENTINIČEVA CESTA 22
3270 LAŠKO,ZDRAVILIŠKA CESTA 6
3272 RIMSKE TOPLICE,TOPLICE 10
3301 PETROVČE,DOBRIŠA VAS 81
3301 PETROVČE,PETROVČE 95
3305 VRANSKO,VRANSKO 130 D
3305 VRANSKO,VRANSKO 144 A
3310 ŽALEC,CANKARJEVA ULICA 4
3310 ŽALEC,MESTNI TRG 5
3310 ŽALEC,PERNOVO 4 A
3310 ŽALEC,PREŠERNOVA ULICA 6
3310 ŽALEC,SAVINJSKA CESTA 2
3311 ŠEMPETER V SAVINJSKI DOLINI,RIMSKA CESTA 70
3312 PREBOLD,GRAŠČINSKA CESTA 11
3312 PREBOLD,LATKOVA VAS 73
3313 POLZELA,GLAVNI TRG 13
3313 POLZELA,GLAVNI TRG 15
3313 POLZELA,OB ŽELEZNICI 26
3313 POLZELA,POT V ŠENEK 7
3314 BRASLOVČE,BRASLOVČE 27
3314 BRASLOVČE,PARIŽLJE 125
3320 VELENJE,CESTA BRATOV MRAVLJAKOV 13
3320 VELENJE,CESTA I 23
3320 VELENJE,CESTA TALCEV 14
3320 VELENJE,EFENKOVA CESTA 61
3320 VELENJE,KARDELJEV TRG 3
3320 VELENJE,KIDRIČEVA CESTA 19 A
3320 VELENJE,KIDRIČEVA CESTA 23
3320 VELENJE,LJUBLJANSKA CESTA 11
3320 VELENJE,PIREŠICA 11 A
3320 VELENJE,PREŠERNOVA CESTA 9 A
3320 VELENJE,SONČNI GRIČ 7
3320 VELENJE,SUBOTIŠKA CESTA 12
3320 VELENJE,VODNIKOVA CESTA 1
3320 VELENJE,ŠALEŠKA CESTA 19 A
3325 ŠOŠTANJ,FLORJAN 165 C
3325 ŠOŠTANJ,TRG JOŽETA LAMPRETA 1
3326 TOPOLŠICA,TOPOLŠICA 64
3326 TOPOLŠICA,TOPOLŠICA 77
3327 ŠMARTNO OB PAKI,ŠMARTNO OB PAKI 146 B
3330 MOZIRJE,HRIBERNIKOVA ULICA 4
3330 MOZIRJE,PODVRH 24
3330 MOZIRJE,SAVINJSKA CESTA 6
3330 MOZIRJE,ŠMIHELSKA CESTA 7
3331 NAZARJE,ZADREČKA CESTA 14
3334 LUČE,LUČE 106
3342 GORNJI GRAD,TLAKA 10
4000 KRANJ,BLEIWEISOVA CESTA 16
4000 KRANJ,BLEIWEISOVA CESTA 6
4000 KRANJ,CESTA 1. MAJA 59
4000 KRANJ,CESTA JAKA PLATIŠE 21
4000 KRANJ,GLAVNI TRG 21
4000 KRANJ,GOLNIŠKA CESTA 105
4000 KRANJ,GOSPOSVETSKA ULICA 10
4000 KRANJ,GOSPOSVETSKA ULICA 10 A
4000 KRANJ,GOSPOSVETSKA ULICA 10 B
4000 KRANJ,GOSPOSVETSKA ULICA 12
4000 KRANJ,GOSPOSVETSKA ULICA 9
4000 KRANJ,GREGORČIČEVA ULICA 10
4000 KRANJ,HRASTJE 30
4000 KRANJ,JELENČEVA ULICA 24
4000 KRANJ,KIDRIČEVA CESTA 38 A
4000 KRANJ,KIDRIČEVA CESTA 51
4000 KRANJ,KIDRIČEVA CESTA 53
4000 KRANJ,MLAŠKA CESTA 109
4000 KRANJ,PANTE 11
4000 KRANJ,STARA CESTA 25 B
4000 KRANJ,STORŽIŠKA ULICA 4
4000 KRANJ,TEKSTILNA ULICA 17
4000 KRANJ,ULICA JULETA GABROVŠKA 19
4000 KRANJ,VALJAVČEVA ULICA 27
4000 KRANJ,VREČKOVA ULICA 3
4000 KRANJ,ZASAVSKA CESTA 58 D
4201 ZGORNJA BESNICA,BRSC 41
4201 ZGORNJA BESNICA,VIDEMCE 10
4202 NAKLO,GLAVNA CESTA 18
4202 NAKLO,PIVKA 23 A
4202 NAKLO,PIVKA 4
4202 NAKLO,STARA CESTA 61
4202 NAKLO,ULICA TOMA ZUPANA 33
4203 DUPLJE,ZGORNJE DUPLJE 101 A
4204 GOLNIK,GOLNIK 36
4205 PREDDVOR,BAŠELJ 26 B
4205 PREDDVOR,BELSKA CESTA 42
4205 PREDDVOR,POTOČE 2
4205 PREDDVOR,ŠOLSKA ULICA 9
4207 CERKLJE NA GORENJSKEM,KRVAVŠKA CESTA 4
4207 CERKLJE NA GORENJSKEM,ŠMARTNO 70
4208 ŠENČUR,PIPANOVA CESTA 43
4208 ŠENČUR,PIPANOVA CESTA 51 C
4208 ŠENČUR,POSLOVNA CONA A 32
4208 ŠENČUR,ROŽNA ULICA 44
4210 BRNIK - AERODROM,ZGORNJI BRNIK 130 H
4220 ŠKOFJA LOKA,FRANKOVO NASELJE 128
4220 ŠKOFJA LOKA,FRANKOVO NASELJE 51
4220 ŠKOFJA LOKA,HAFNERJEVO NASELJE 24
4220 ŠKOFJA LOKA,POD PLEVNO 93
4220 ŠKOFJA LOKA,PODLUBNIK 307
4220 ŠKOFJA LOKA,PODLUBNIK 341
4220 ŠKOFJA LOKA,PUŠTAL 108
4220 ŠKOFJA LOKA,RETEČE 154
4220 ŠKOFJA LOKA,RETEČE 205
4220 ŠKOFJA LOKA,SPODNJI TRG 8
4220 ŠKOFJA LOKA,STARA CESTA 10
4220 ŠKOFJA LOKA,STARA CESTA 16
4220 ŠKOFJA LOKA,STARA CESTA 21
4220 ŠKOFJA LOKA,STARA LOKA 31
4220 ŠKOFJA LOKA,SV. DUH 162
4220 ŠKOFJA LOKA,VISOKO PRI POLJANAH 5
4224 GORENJA VAS,TRATA 7
4224 GORENJA VAS,TRATA 7 A
4226 ŽIRI,BEDRIH 34
4226 ŽIRI,JOBSTOVA CESTA 22
4226 ŽIRI,TRG SVOBODE 9
4228 ŽELEZNIKI,OTOKI 14
4228 ŽELEZNIKI,RACOVNIK 29
4240 RADOVLJICA,CANKARJEVA ULICA 56 B
4240 RADOVLJICA,CESTA NA JEZERCA 17
4240 RADOVLJICA,GORENJSKA CESTA 8
4240 RADOVLJICA,KOPALIŠKA CESTA 7
4240 RADOVLJICA,KRANJSKA CESTA 27
4240 RADOVLJICA,PREŠERNOVA ULICA 6
4240 RADOVLJICA,PREŠERNOVA ULICA 8
4240 RADOVLJICA,ZGORNJI OTOK 8
4240 RADOVLJICA,ŠERCERJEVA ULICA 35
4245 KROPA,LIPNICA 2
4248 LESCE,BEGUNJSKA CESTA 7
4248 LESCE,DOLINA 12
4248 LESCE,ŽELEZNIŠKA ULICA 10
4248 LESCE,ŽELEZNIŠKA ULICA 5
4260 BLED,CESTA SVOBODE 47 A
4260 BLED,GORENJSKA ULICA 37
4260 BLED,KOLODVORSKA CESTA 3 C
4260 BLED,LJUBLJANSKA CESTA 4
4260 BLED,MLADINSKA CESTA 1
4260 BLED,POD SKALO 4
4260 BLED,POT NA LISICE 4
4260 BLED,PREŠERNOVA CESTA 52
4260 BLED,SELIŠKA CESTA 3
4267 SREDNJA VAS V BOHINJU,SREDNJA VAS V BOHINJU 33 A
4270 JESENICE,CESTA MARŠALA TITA 112
4270 JESENICE,CESTA MARŠALA TITA 77
4270 JESENICE,CESTA MARŠALA TITA 78
4270 JESENICE,ULICA STANETA BOKALA 4
4274 ŽIROVNICA,BREG 36
4274 ŽIROVNICA,SELO PRI ŽIROVNICI 8 A
4275 BEGUNJE NA GORENJSKEM,BEGUNJE NA GORENJSKEM 55
4280 KRANJSKA GORA,KOROŠKA ULICA 2
4290 TRŽIČ,BEGUNJSKA CESTA 2
4290 TRŽIČ,BLEJSKA CESTA 10
4290 TRŽIČ,DETELJICA 10
4290 TRŽIČ,PREDILNIŠKA CESTA 6
4290 TRŽIČ,ROČEVNICA 58
5000 NOVA GORICA,CANKARJEVA ULICA 60
5000 NOVA GORICA,ERJAVČEVA ULICA 30
5000 NOVA GORICA,GREGORČIČEVA ULICA 16
5000 NOVA GORICA,REJČEVA ULICA 2
5000 NOVA GORICA,REJČEVA ULICA 4
5000 NOVA GORICA,SEDEJEVA ULICA 10
5000 NOVA GORICA,SEDEJEVA ULICA 6
5000 NOVA GORICA,STRELIŠKA POT 2
5000 NOVA GORICA,ULICA GRADNIKOVE BRIGADE 47
5000 NOVA GORICA,ULICA GRADNIKOVE BRIGADE 7
5000 NOVA GORICA,ULICA TOLMINSKIH PUNTARJEV 4
5000 NOVA GORICA,ULICA VINKA VODOPIVCA 21
5000 NOVA GORICA,ULICA VINKA VODOPIVCA 7
5210 DESKLE,SREBRNIČEVA ULICA 31
5213 KANAL,MORSKO 1
5216 MOST NA SOČI,MOST NA SOČI 52
5220 TOLMIN,GREGORČIČEVA ULICA 6
5220 TOLMIN,PREŠERNOVA ULICA 6 A
5220 TOLMIN,RUTARJEVA ULICA 18
5220 TOLMIN,TRG MARŠALA TITA 11
5220 TOLMIN,TRG MARŠALA TITA 7
5222 KOBARID,GREGORČIČEVA ULICA 17
5222 KOBARID,TRG SVOBODE 3 B
5222 KOBARID,TRG SVOBODE 4
5230 BOVEC,KOT 86
5230 BOVEC,MALA VAS 56
5243 PODBRDO,PODBRDO 33
5250 SOLKAN,ULICA MATIJE DOLJAKA 12
5270 AJDOVŠČINA,GORIŠKA CESTA 78
5270 AJDOVŠČINA,GREGORČIČEVA ULICA 16
5270 AJDOVŠČINA,TOVARNIŠKA CESTA 2 B
5270 AJDOVŠČINA,TOVARNIŠKA CESTA 3
5270 AJDOVŠČINA,TOVARNIŠKA CESTA 3 E
5270 AJDOVŠČINA,ULICA MILANA KLEMENČIČA 1
5270 AJDOVŠČINA,VIPAVSKA CESTA 4 A
5271 VIPAVA,GLAVNI TRG 16 C
5271 VIPAVA,GORIŠKA CESTA 27
5271 VIPAVA,GRADIŠKA CESTA 7
5271 VIPAVA,VOJKOVA ULICA 33
5280 IDRIJA,ARKOVA ULICA 4
5280 IDRIJA,POT SV. ANTONA 49
5280 IDRIJA,ROŽNA ULICA 16
5280 IDRIJA,ULICA OTONA ŽUPANČIČA 3
5290 ŠEMPETER PRI GORICI,CESTA PREKOMORSKIH BRIGAD 25
5290 ŠEMPETER PRI GORICI,CESTA PREKOMORSKIH BRIGAD 3
5290 ŠEMPETER PRI GORICI,CESTA PREKOMORSKIH BRIGAD 3 B
5290 ŠEMPETER PRI GORICI,ULICA PADLIH BORCEV 13 A
5290 ŠEMPETER PRI GORICI,ŽNIDARČIČEVA ULICA 21
5292 RENČE,ARČONI 8 A
5292 RENČE,TRG 41
5294 DORNBERK,GRADIŠČE NAD PRVAČINO 4
6000 KOPER - CAPODISTRIA,BEBLERJEVA ULICA 12
6000 KOPER - CAPODISTRIA,BEBLERJEVA ULICA 2 B
6000 KOPER - CAPODISTRIA,BEBLERJEVA ULICA 7
6000 KOPER - CAPODISTRIA,BENČIČEVA ULICA 2 D
6000 KOPER - CAPODISTRIA,CESTA NA MARKOVEC 31
6000 KOPER - CAPODISTRIA,CESTA ZORE PERELLO-GODINA 1
6000 KOPER - CAPODISTRIA,DELLAVALLEJEVA ULICA 3
6000 KOPER - CAPODISTRIA,DOLINSKA CESTA 17 C
6000 KOPER - CAPODISTRIA,GLAGOLJAŠKA ULICA 1 C
6000 KOPER - CAPODISTRIA,ISTRSKA CESTA 89 B
6000 KOPER - CAPODISTRIA,KIDRIČEVA ULICA 2
6000 KOPER - CAPODISTRIA,KOLODVORSKA CESTA 2
6000 KOPER - CAPODISTRIA,KROŽNA CESTA 3 A
6000 KOPER - CAPODISTRIA,KROŽNA CESTA 5
6000 KOPER - CAPODISTRIA,MUZEJSKI TRG 7
6000 KOPER - CAPODISTRIA,OBRTNIŠKA ULICA 30
6000 KOPER - CAPODISTRIA,POT V GAJ 2
6000 KOPER - CAPODISTRIA,PRISOJE 7
6000 KOPER - CAPODISTRIA,PRISOJNA POT 10
6000 KOPER - CAPODISTRIA,ROZMANOVA ULICA 13
6000 KOPER - CAPODISTRIA,ROZMANOVA ULICA 21 A
6000 KOPER - CAPODISTRIA,STANIČEV TRG 1
6000 KOPER - CAPODISTRIA,ULICA 15.MAJA 19
6000 KOPER - CAPODISTRIA,ULICA 15.MAJA 19 D
6000 KOPER - CAPODISTRIA,ULICA OB PARKU 1
6000 KOPER - CAPODISTRIA,ULICA PRI VELIKIH VRATIH 18
6000 KOPER - CAPODISTRIA,ULICA PRI VELIKIH VRATIH 9
6000 KOPER - CAPODISTRIA,ULICA SERGEJA MAŠERE 7
6000 KOPER - CAPODISTRIA,ULICA VOJKE ŠMUC 12
6000 KOPER - CAPODISTRIA,VATOVČEVA ULICA 1
6000 KOPER - CAPODISTRIA,VLAČIČEVA ULICA 2 A
6000 KOPER - CAPODISTRIA,VOJKOVO NABREŽJE 23
6000 KOPER - CAPODISTRIA,VOJKOVO NABREŽJE 27
6000 KOPER - CAPODISTRIA,VOJKOVO NABREŽJE 3
6000 KOPER - CAPODISTRIA,VOJKOVO NABREŽJE 32
6000 KOPER - CAPODISTRIA,VRTNA ULICA 10 A
6210 SEŽANA,CANKARJEVA ULICA 4
6210 SEŽANA,LEVSTIKOVA ULICA 2
6210 SEŽANA,LEVSTIKOVA ULICA 4
6210 SEŽANA,PARTIZANSKA CESTA 24
6210 SEŽANA,PARTIZANSKA CESTA 44
6210 SEŽANA,PARTIZANSKA CESTA 63
6210 SEŽANA,POD TABOROM 2
6210 SEŽANA,ULICA IVANA TURŠIČA 6
6221 DUTOVLJE,DUTOVLJE 128
6230 POSTOJNA,CANKARJEVA ULICA 6
6230 POSTOJNA,JAMSKA CESTA 23
6230 POSTOJNA,LJUBLJANSKA CESTA 28
6230 POSTOJNA,POT K PIVKI 2 B
6230 POSTOJNA,PREČNA ULICA 2
6230 POSTOJNA,PREČNA ULICA 4
6230 POSTOJNA,ROŽNA ULICA 1 A
6230 POSTOJNA,ROŽNA ULICA 10
6232 PLANINA,PLANINA 211
6240 KOZINA,BOROVA ULICA 2
6244 PODGRAD,PODGRAD 12 B
6250 ILIRSKA BISTRICA,GREGORČIČEVA CESTA 8
6250 ILIRSKA BISTRICA,GREGORČIČEVA CESTA 8 A
6250 ILIRSKA BISTRICA,GREGORČIČEVA CESTA 8 D
6250 ILIRSKA BISTRICA,KIDRIČEVA ULICA 15
6250 ILIRSKA BISTRICA,ROZMANOVA ULICA 1
6250 ILIRSKA BISTRICA,TRNOVSKA ULICA 34
6257 PIVKA,KOLODVORSKA CESTA 24
6257 PIVKA,PREČNA ULICA 3
6258 PRESTRANEK,ULICA IVANA VADNALA 15
6258 PRESTRANEK,ULICA PADLIH BORCEV 22
6271 DEKANI,DEKANI 191
6271 DEKANI,DEKANI 209
6273 MAREZIGE,ČENTUR 23
6276 POBEGI,CESTA NA ŽANEJ 1
6280 ANKARAN - ANCARANO,FRENKOVA ULICA 7
6280 ANKARAN - ANCARANO,JADRANSKA CESTA 31
6280 ANKARAN - ANCARANO,KOLOMBAN 38 F
6280 ANKARAN - ANCARANO,KOLOMBAN 54 A
6281 ŠKOFIJE,SPODNJE ŠKOFIJE 174 A
6310 IZOLA - ISOLA,BRKINSKA ULICA 3
6310 IZOLA - ISOLA,CANKARJEV DREVORED 16
6310 IZOLA - ISOLA,JUŽNA CESTA 4 B
6310 IZOLA - ISOLA,KAJUHOVA ULICA 1 B
6310 IZOLA - ISOLA,KAJUHOVA ULICA 34
6310 IZOLA - ISOLA,KOSOVELOVA ULICA 22
6310 IZOLA - ISOLA,MALIJA 102
6310 IZOLA - ISOLA,MOROVA ULICA 26
6310 IZOLA - ISOLA,POLJE 40
6310 IZOLA - ISOLA,PREŠERNOVA CESTA 53
6310 IZOLA - ISOLA,TOMAŽIČEVA ULICA 10
6310 IZOLA - ISOLA,ULICA OKTOBRSKE REVOLUCIJE 11
6310 IZOLA - ISOLA,ŠARED 51
6320 PORTOROŽ - PORTOROSE,CESTA SOLINARJEV 1
6320 PORTOROŽ - PORTOROSE,FAZAN 1
6320 PORTOROŽ - PORTOROSE,OBALA 105
6320 PORTOROŽ - PORTOROSE,OBALA 112
6320 PORTOROŽ - PORTOROSE,OBALA 114
6320 PORTOROŽ - PORTOROSE,OBALA 33
6320 PORTOROŽ - PORTOROSE,OBALA 41
6320 PORTOROŽ - PORTOROSE,PREČNA POT 4 D
6320 PORTOROŽ - PORTOROSE,SEČA 197 A
6320 PORTOROŽ - PORTOROSE,SEČA 197 B
6320 PORTOROŽ - PORTOROSE,SONČNA POT 14 A
6320 PORTOROŽ - PORTOROSE,ULICA XXX. DIVIZIJE 12
6320 PORTOROŽ - PORTOROSE,ULICA XXX. DIVIZIJE 20
8000 NOVO MESTO,ADAMIČEVA ULICA 57
8000 NOVO MESTO,KANDIJSKA CESTA 1
8000 NOVO MESTO,KANDIJSKA CESTA 4
8000 NOVO MESTO,KANDIJSKA CESTA 62
8000 NOVO MESTO,KOČEVARJEVA ULICA 40
8000 NOVO MESTO,KOŠENICE 13
8000 NOVO MESTO,LJUBLJANSKA CESTA 26
8000 NOVO MESTO,LOBETOVA ULICA 25
8000 NOVO MESTO,MUHABER 70
8000 NOVO MESTO,MUŠIČEVA ULICA 2
8000 NOVO MESTO,NOVI TRG 1
8000 NOVO MESTO,NOVI TRG 10
8000 NOVO MESTO,NOVI TRG 9
8000 NOVO MESTO,OTOŠKA CESTA 5
8000 NOVO MESTO,SEIDLOVA CESTA 46
8000 NOVO MESTO,TURKOVA ULICA 8
8000 NOVO MESTO,ŠMARJEŠKA CESTA 4
8000 NOVO MESTO,ŠMIHEL 1
8000 NOVO MESTO,ŠMIHEL 3
8000 NOVO MESTO,ŠMIHELSKA CESTA 1
8000 NOVO MESTO,ŠMIHELSKA CESTA 20
8210 TREBNJE,GOLIEV TRG 3
8210 TREBNJE,GUBČEVA CESTA 41 A
8210 TREBNJE,GUBČEVA CESTA 9 A
8210 TREBNJE,KIDRIČEVA ULICA 11
8210 TREBNJE,OBRTNIŠKA ULICA 6
8210 TREBNJE,STARI TRG 63
8210 TREBNJE,ŠTEFAN PRI TREBNJEM 40
8213 VELIKI GABER,CESTA 25
8216 MIRNA PEČ,TRG 27
8220 ŠMARJEŠKE TOPLICE,BREZOVICA 70
8220 ŠMARJEŠKE TOPLICE,OREŠJE 51
8220 ŠMARJEŠKE TOPLICE,ŠMARJETA 66
8222 OTOČEC,DOBRAVA 72
8232 ŠENTRUPERT,ŠENTRUPERT 124
8250 BREŽICE,DALMATINOVA ULICA 13
8250 BREŽICE,KOCBEKOVA ULICA 28
8250 BREŽICE,PLETERŠNIKOVA ULICA 1
8250 BREŽICE,SAVSKA POT 21 A
8250 BREŽICE,TOPLIŠKA CESTA 35
8250 BREŽICE,ULICA STANKA ŠKALERJA 29
8250 BREŽICE,ČERNELČEVA CESTA 15
8250 BREŽICE,ČERNELČEVA CESTA 8
8253 ARTIČE,DOLENJA VAS PRI ARTIČAH 8 A
8259 BIZELJSKO,BIZELJSKA CESTA 104
8263 CERKLJE OB KRKI,BORŠT 19
8263 CERKLJE OB KRKI,ŽUPEČA VAS 9
8270 KRŠKO,AŠKERČEVA ULICA 2
8270 KRŠKO,CANKARJEVA ULICA 3 A
8270 KRŠKO,CESTA 4. JULIJA 34
8270 KRŠKO,CESTA 4. JULIJA 46
8270 KRŠKO,CESTA 4. JULIJA 84 A
8270 KRŠKO,CESTA KRŠKIH ŽRTEV 112
8270 KRŠKO,CESTA KRŠKIH ŽRTEV 132 C
8270 KRŠKO,CESTA KRŠKIH ŽRTEV 43
8270 KRŠKO,KIDRIČEVA ULICA 12
